,TI,AB,CARP (Yes/No),Exact/Lower-Bounds,Heuristics,Evolutionary,Variant,Alt_variant,Investigate,Comments,Source
"RIQUELME-RODRIGUEZ JP, 2014, NETWORKS",ADAPTIVE LARGE NEIGHBORHOOD SEARCH FOR THE PERIODIC CAPACITATED ARC ROUTING PROBLEM WITH INVENTORY CONSTRAINTS,"THIS ARTICLE DESCRIBES THE PROBLEM IN WHICH THE EDGES OF A NETWORK REPRESENT CUSTOMERS, AND A QUANTITY OF MATERIAL IS DELIVERED TO THEM SO THAT EACH ONE ACHIEVES A DESIRED INVENTORY LEVEL WHILE FINDING THE LOWEST-COST ROUTE OF DELIVERY. ROUTING AND INVENTORY DECISIONS ARE MADE AT THE SAME TIME. AN EXAMPLE OF AN APPLICATION OF THIS PROBLEM IS DUST SUPPRESSION IN OPEN-PIT MINES. A FLEET OF TRUCKS SPRAY WATER ALONG THE ROADS OF A MINE. HUMIDITY INCREASES THE EFFECTIVENESS OF DUST-PARTICLE RETENTION. BECAUSE THE LEVEL OF HUMIDITY DECREASES, REPLENISHMENT IS DONE PERIODICALLY. OTHER EXAMPLES OF APPLICATIONS INCLUDE DUST SUPPRESSION IN FOREST ROADS AND PLANTS WATERING IN STREET MEDIANS AND SIDEWALKS. WE DEVELOP A MATHEMATICAL MODEL THAT COMBINES TWO OBJECTIVES: AN INVENTORY OBJECTIVE THAT MINIMIZES THE PENALTY FOR THE LACK OF HUMIDITY AND A ROUTING OBJECTIVE THAT MINIMIZES WATERING AND TRAVERSING COSTS. DUE TO THE COMPLEXITY OF THE MATHEMATICAL MODEL, WE DEVELOPED AN ADAPTIVE LARGE NEIGHBORHOOD SEARCH ALGORITHM THAT COMBINES SEVERAL DESTROY AND REPAIR OPERATORS DYNAMICALLY. (C) 2014 WILEY PERIODICALS, INC. NETWORKS, VOL. 64(2), 125-139 2014",1,0,1,0,Periodic Capacitated Arc Routing Problem with Inventory Constraints,Periodic Capacitated Arc Routing Problem with Inventory Constraints,,,
"RIQUELME-RODRIGUEZ JP, 2014, J OPER RES SOC",PERIODIC CAPACITATED ARC-ROUTING PROBLEM WITH INVENTORY CONSTRAINTS,"THE PURPOSE OF THIS PAPER IS TO STUDY THE PERIODIC ARC-ROUTING PROBLEM WHEN THE ARCS OF A NETWORK BEHAVE AS CUSTOMERS, AND SUFFICIENT MATERIAL IS DELIVERED SO THAT EACH ACHIEVES ITS DESIRED INVENTORY LEVEL. THEREFORE, ROUTING AND INVENTORY DECISIONS ARE MADE SIMULTANEOUSLY. APPLICATIONS INCLUDE DUST SUPPRESSION IN OPEN-PIT MINES OR FOREST ROADS AND PLANT WATERING ALONG SIDEWALKS OR STREET MEDIANS. A TRUCK PERIODICALLY SPRAYS WATER ALONG THE EDGES OF A NETWORK. THE HUMIDITY REACHES A DESIRED LEVEL AND IS THEN CONSUMED OVER TIME UNTIL WATER IS DELIVERED AGAIN. THE QUANTITY OF WATER DELIVERED CAN BE FIXED OR VARIABLE, WE CONSIDER BOTH SCENARIOS AND PROPOSE A MATHEMATICAL MODEL FOR EACH. RESULTS ARE REPORTED TO VALIDATE THE MODEL. THE CONTRIBUTION OF THIS PAPER IS THE FIRST MATHEMATICAL MODEL THAT COMBINES INVENTORY AND ROUTING DECISIONS IN THE ARC-ROUTING DOMAIN.",1,0,1,0,Periodic Capacitated Arc Routing Problem with Inventory Constraints,Periodic Capacitated Arc Routing Problem with Inventory Constraints,,,
"SOLID K, 2017, PROCEEDINGS OF 2017 INTERNATIONAL CONFERENCE ON INDUSTRIAL DESIGN ENGINEERING (ICIDE 2017)",WATER TRUCK ROUTING AND SCHEDULING OPTIMIZATION IN MINING OPERATIONS WITH INVENTORY FUNCTION BASED ON MIXED INTEGER LINEAR PROGRAMMING,"INDONESIA IS ONE OF THE COUNTRIES WITH THE LARGEST MINING RESOURCES IN THE WORLD, AND THIS SECTOR CONTRIBUTES A LOT TO THE COUNTRY'S ECONOMY. HOWEVER, THE NEGATIVE IMPACTS RESULTING FROM THIS SECTOR ARE ALSO NOT TO BE TAKEN LIGHTLY, ESPECIALLY FOR THE ENVIRONMENT. ONE OF THE POLLUTION PRODUCED IS DUST CONTAMINATION. IF NOT ADDRESSED, IT WILL CAUSE VARIOUS HEALTH AND SAFETY DISORDERS IN THE MINE. FOR THAT, THE USE OF WATER TRUCKS BECAME COMMON IN MINING TO WATER THE STREETS. IT TAKES CAREFUL PLANNING ON THE ACTIVITY OF WATER TRUCKS IN THE MINES TO MAXIMIZE THEIR EFFECTIVENESS. THEREFORE, THIS STUDY AIMS TO BUILD A ROUTE DESIGN AND WATER TRUCK SCHEDULING USING MIXED INTEGER LINIER PROGRAMMING THAT EFFECTIVELY REDUCE DUST POLLUTION. THE RESULT OF THIS RESEARCH IS A ROUTE AND SCHEDULE ARRANGEMENT FOR WATER TRUCK THAT CAN BE USED TO GUIDE THE ACTIVITY OF WATER TRUCK IN MINING AND PENALTY CALCULATION FOR EACH SCENARIO.",1,1,0,0,Periodic Capacitated Arc Routing Problem with Inventory Constraints,Periodic Capacitated Arc Routing Problem with Inventory Constraints,,,
"MONROY IM, 2013, DISCRET APPL MATH",THE PERIODIC CAPACITATED ARC ROUTING PROBLEM WITH IRREGULAR SERVICES,"THE AIM OF THIS PAPER IS TO INTRODUCE THE PERIODIC CAPACITATED ARC ROUTING PROBLEM WITH IRREGULAR SERVICES. SOME APPLICATIONS CAN BE FOUND IN ROAD MAINTENANCE OPERATIONS AND ROAD NETWORK SURVEILLANCE. THE PROBLEM CONSISTS OF DETERMINING A SET OF ROUTES TO COVER A GIVEN NETWORK OVER A TIME HORIZON. THE ROADS MUST BE SERVICED A NUMBER OF TIMES IN SUB-PERIODS OVER THE TIME HORIZON, ACCORDING TO A HIERARCHY OF ARC CLASSES. WE PRESENT A MATHEMATICAL MODEL AND A HEURISTIC SOLUTION APPROACH. (C) 2011 ELSEVIER B.V. ALL RIGHTS RESERVED.",1,1,1,0,Periodic Capacitated Arc Routing Problem with Irregular Services,Periodic Capacitated Arc Routing Problem with Irregular Services,,,
"BENAVENT E, 2007, EUR J OPER RES",LOWER BOUNDS AND HEURISTICS FOR THE WINDY RURAL POSTMAN PROBLEM,IN THIS PAPER WE PRESENT SEVERAL HEURISTIC ALGORITHMS AND A CUTTING-PLANE ALGORITHM FOR THE WINDY RURAL POSTMAN PROBLEM. THIS PROBLEM CONTAINS SEVERAL IMPORTANT ARC ROUTING PROBLEMS AS SPECIAL CASES AND HAS VERY INTERESTING REAL-LIFE APPLICATIONS. EXTENSIVE COMPUTATIONAL EXPERIMENTS OVER DIFFERENT SETS OF INSTANCES ARE ALSO PRESENTED. (C) 2005 ELSEVIER B.V. ALL RIGHTS RESERVED.,0,,,,,Profitable Mixed Capacitated Arc Routing Problem,,,
"BENAVENT E, 2015, TOP",PROFITABLE MIXED CAPACITATED ARC ROUTING AND RELATED PROBLEMS,"MIXED CAPACITATED ARC ROUTING PROBLEMS AIM TO IDENTIFY A SET OF VEHICLE TOURS THAT, STARTING AND ENDING AT A DEPOT NODE, SERVE A GIVEN NUMBER OF LINKS AT MINIMUM COST, WHILE SATISFYING THE VEHICLES CAPACITY. IF BOTH PROFITS AND COSTS ON ARCS ARE CONSIDERED, WE MAY DEFINE THE PROFITABLE MIXED CAPACITATED ARC ROUTING PROBLEM (PMCARP). IN THIS PAPER WE PRESENT COMPACT FLOW-BASED MODELS FOR THE PMCARP, WHERE TWO TYPES OF SERVICES ARE TACKLED, MANDATORY AND OPTIONAL. ADAPTATIONS OF THE MODELS TO FIT INTO SOME OTHER RELATED PROBLEMS ARE ALSO PROPOSED. THE MODELS ARE EVALUATED, ACCORDING TO THEIR BOUNDS QUALITY AS WELL AS TO THE CPU TIMES, OVER LARGE SETS OF TEST INSTANCES. NEW INSTANCES HAVE BEEN CREATED FOR SOME VARIANTS THAT HAVE BEEN INTRODUCED HERE FOR THE FIRST TIME. RESULTS SHOW THE NEW MODELS PERFORMANCE WITHIN CPLEX AND COMPARE, WHENEVER AVAILABLE, THE PROPOSED MODELS AGAINST OTHER RESOLUTION METHODS.",1,1,1,0,Profitable Mixed Capacitated Arc Routing Problem,Profitable Mixed Capacitated Arc Routing Problem,,,
"MOURAO MC, 2009, EUR J OPER RES",HEURISTIC METHODS FOR THE SECTORING ARC ROUTING PROBLEM,"THE SECTORING ARC ROUTING PROBLEM (SARP) IS INTRODUCED TO MODEL ACTIVITIES ASSOCIATED WITH THE STREETS OF LARGE URBAN AREAS, LIKE MUNICIPAL WASTE COLLECTION. THE AIM IS TO PARTITION THE STREET NETWORK INTO A GIVEN NUMBER OF SECTORS AND TO BUILD A SET OF VEHICLE TRIPS IN EACH SECTOR, TO MINIMIZE THE TOTAL DURATION OF THE TRIPS. TWO TWO-PHASE HEURISTICS AND ONE BEST INSERTION METHOD ARE PROPOSED. IN THE TWO-PHASE METHODS, PHASE I CONSTRUCTS THE SECTORS USING TWO POSSIBLE HEURISTICS, WHILE PHASE 2 SOLVES A MIXED CAPACITATED ARC ROUTING PROBLEM (MCARP) TO COMPUTE THE TRIPS IN EACH SECTOR. THE BEST INSERTION METHOD DETERMINES SECTORS AND TRIPS SIMULTANEOUSLY. IN ADDITION TO SOLUTION COST, SOME EVALUATION CRITERIA SUCH AS IMBALANCE, DIAMETER AND DISPERSION MEASURES ARE USED TO COMPARE ALGORITHMS. NUMERICAL RESULTS ON LARGE INSTANCES WITH UP TO 401 NODES AND 1056 LINKS (ARCS OR EDGES) ARE REPORTED AND ANALYSED. (C) 2008 ELSEVIER B.V. ALL RIGHTS RESERVED.",1,0,1,0,Sectoring Capacitated Arc Routing Problem,Sectoring Capacitated Arc Routing Problem,,,
"CORTINHAL MJ, 2016, EUR J OPER RES",LOCAL SEARCH HEURISTICS FOR SECTORING ROUTING IN A HOUSEHOLD WASTE COLLECTION CONTEXT,"THIS PAPER ADDRESSES THE PROBLEM OF RESIDENTIAL WASTE COLLECTION, AS A REAL LIFE APPLICATION OF A SECTORING-ARC ROUTING PROBLEM (SARP). TACTICAL DECISIONS COMPRISE THE PARTITION OF THE SERVICE TERRITORY INTO A NUMBER OF SECTORS SO THAT EACH SECTOR CAN BE COVERED BY A SET OF VEHICLE TRIPS. IN ADDITION, OPERATIONAL DECISIONS INVOLVING THE DESIGN OF THE VEHICLE TRIPS THAT MINIMIZE TOTAL ROUTING TIME ARE TO BE MADE. APART FROM SUPPORTING GOOD VEHICLE TRIPS, SECTORS SHOULD ALSO BE PLANNED SUCH THAT THE WORKLOAD TIME IMBALANCE AS WELL AS THE NUMBER OF CONNECTED COMPONENTS ARE MINIMIZED. THESE LATER TRY TO PROMOTE SERVICE AREAS (SECTORS) GEOGRAPHICALLY CONCENTRATED AND GROUPED INTO DELIMITED REGIONS. WE PROPOSE TWO LOCAL SEARCH METHODS: A HILL CLIMBING AND A TABU SEARCH BASED HEURISTIC. A CONSTRUCTIVE HEURISTIC FOR OBTAINING AN INITIAL SOLUTION IS ALSO SUGGESTED. BY MEANS OF A NORMALIZED WEIGHTED SUM OF CRITERIA FOR EVALUATING SOLUTIONS, THE LOCAL SEARCH HEURISTICS WERE TAILORED TO IMPROVE THE FEATURES OF THE INITIAL SOLUTION. THE ALGORITHMS ARE TESTED ON RANDOM INSTANCES AND ALSO ON REAL LIFE BASED INSTANCES. THE RESULTS SHOW THAT THE PROPOSED LOCAL SEARCH METHODS ARE AN EFFICIENT WAY OF OBTAINING GOOD QUALITY SOLUTIONS TO IMPLEMENT IN PRACTICE. RESULTS ALSO HIGHLIGHT THAT THE PROPOSED FUNCTION FOR EVALUATING SOLUTIONS DURING THE SEARCH PHASE PLAYS AN ESSENTIAL ROLE. (C) 2016 ELSEVIER B.V. ALL RIGHTS RESERVED.",1,0,1,0,Sectoring Capaciated Arc Routing Problem,Sectoring Capacitated Arc Routing Problem,,,
"RODRIGUES AM, 2015, OPERATIONAL RESEARCH: IO 2013 - XVI CONGRESS OF APDIO",SECTORS AND ROUTES IN SOLID WASTE COLLECTION,"COLLECTING AND TRANSPORTING SOLID WASTE IS A CONSTANT PROBLEM FOR MUNICIPALITIES AND POPULATIONS IN GENERAL. WASTE MANAGEMENT SHOULD TAKE INTO ACCOUNT THE PRESERVATION OF THE ENVIRONMENT AND THE REDUCTION OF COSTS. THE GOAL WITH THIS PAPER IS TO ADDRESS A REAL-LIFE SOLID WASTE PROBLEM. THE CASE REVEALS SOME GENERAL AND SPECIFIC CHARACTERISTICS WHICH ARE NOT RARE, BUT ARE NOT WIDELY ADDRESSED IN THE LITERATURE. FURTHERMORE, NEW METHODS AND MODELS TO DEAL WITH SECTORIZATION AND ROUTING ARE INTRODUCED, WHICH CAN BE EXTENDED TO OTHER APPLICATIONS. SECTORIZATION AND ROUTING ARE TACKLED FOLLOWING A TWO-PHASE APPROACH. IN THE FIRST PHASE, A NEW METHOD IS DESCRIBED FOR SECTORIZATION BASED ON ELECTROMAGNETISM AND COULOMB'S LAW. THE SECOND PHASE ADDRESSES THE ROUTING PROBLEMS IN EACH SECTOR. THE PAPER ADDRESSES NOT ONLY TERRITORIAL DIVISION, BUT ALSO THE FREQUENCY WITH WHICH WASTE IS COLLECTED, WHICH IS A CRITICAL ISSUE IN THESE TYPES OF APPLICATIONS. SPECIAL CHARACTERISTICS RELATED TO THE NUMBER AND TYPE OF DEPOSITION POINTS WERE ALSO A MOTIVATION FOR THIS WORK. A NEW MODEL FOR A MIXED CAPACITATED ARC ROUTING PROBLEM WITH LIMITED MULTI-LANDFILLS IS PROPOSED AND TESTED IN REAL INSTANCES. THE COMPUTATIONAL RESULTS ACHIEVED CONFIRM THE EFFECTIVENESS OF THE ENTIRE APPROACH.",1,0,1,0,Sectoring Mixed Capacitated Arc Routing Problem with Limited Intermediate Facilities,Sectoring Mixed Capacitated Arc Routing Problem with Intermediate Facilities,0,Same as Location MCARP,
"GULERYUZ OG, 2005, 2005 IEEE/SP 13TH WORKSHOP ON STATISTICAL SIGNAL PROCESSING (SSP), VOLS 1 AND 2","JOINT COMPRESSION, DETECTION, AND ROUTING IN CAPACITY CONSTRAINED WIRELESS SENSOR NETWORKS","THIS PAPER CONSIDERS AN IMPORTANT CLASS OF SENSOR NETWORKS WHERE THE ULTIMATE GOAL IS NOT NECESSARILY TO COLLECT EACH INDIVIDUAL MEASUREMENT BUT RATHER A POTENTIALLY SMALLER SET OF STATISTICS. CONSIDERING LINK CAPACITY CONSTRAINED TOPOLOGIES, WE DERIVE RESULTS THAT OPTIMALLY ALLOCATE RATE/DISTORTION TO INFORMATION COLLECTED BY THE SENSORS. AS A KEY CONTRIBUTION, WE DETERMINE HOW THE FLOW OF INFORMATION EMANATING FROM THE SENSORS SHOULD BE MANAGED, YIELDING OPTIMAL ROUTING ALGORITHMS AND JOINTLY OPTIMIZED NETWORKS. OUR ANALYSIS ENCOMPASSES THE TYPICAL SCENARIOS THAT ARE WIDELY OBSERVED IN SENSOR NETWORKS, AND OVER THESE SCENARIOS, WE QUANTIFY THE GAINS OFFERED BY SENDING THE STATISTICS RATHER THAN THE MEASUREMENT DATA ITSELF. OUR RESULTS REVEAL BOTTLENECK SITUATIONS OVER VARIOUS SCENARIOS, WHERE DIRECTLY PERFORMING BANDWIDTH ALLOCATION OVER THE STATISTICS DOES NOT PROVIDE THE DESIRED GAINS. WE START THE ANALYSIS FROM A SIMPLE SCENARIO, WHERE A FIXED NODE AGGREGATES ALL THE INFORMATION IN THE SENSOR NETWORK AND RELAYS THE INFORMATION TO A REMOTE CONTROL CENTER. WE OBTAIN CLOSE FORM EXPRESSIONS AND ILLUSTRATE HOW ALLOCATING BANDWIDTH FOR EACH INDIVIDUAL MEASUREMENT (CASE-1) PERFORMS COMPARED TO ALLOCATING IT FOR EACH DESIRED STATISTIC (CASE-2) IN DIFFERENT BOTTLENECK SITUATIONS. THEN, WE EXTEND THIS SCENARIO TO THE CASE WHERE WE OPTIMALLY SELECT A NUMBER OF AGGREGATORS FROM A CLOUD OF SENSOR NODES. IN THIS SECOND SCENARIO, UNDER WELL DEFINED BANDWIDTH CONSTRAINTS, WE LOOK AT THE OPTIMUM CLUSTERING PROBLEM, IN WHICH THE GOAL IS TO SELECT THE BEST AGGREGATION NODES TO MINIMIZE THE TOTAL DISTORTION OF THE DESIRED STATISTICS AT THE REMOTE CONTROL NODE. WE PROVIDE AN ALGORITHMIC SOLUTION THAT RETURNS THE OPTIMUM AGGREGATION POINTS AND THE OPTIMUM SIZE OF EACH CLUSTER UNDER SOME MILD ASSUMPTIONS. WE FINALLY TURN OUR ATTENTION TO THE GENERAL ROUTING PROBLEM AND PROVIDE AN ALGORITHM THAT PERFORMS ROUTING AND BANDWIDTH ALLOCATION JOINTLY. WE ALSO STUDY THE PERFORMANCE AND BEHAVIOR OF BANDWIDTH ALLOCATION FOR BOTH CASE-1 AND CASE-2.",0,,,,,Semi-periodic Capacitated Arc Routing Problem; Multi-compartment Capacitated Arc Routing Problem; Period Multi-compartment Capacitated Arc Routing Problem,,,
"KIILERICH L, 2018, INFOR",NEW LARGE-SCALE DATA INSTANCES FOR CARP AND NEW VARIATIONS OF CARP,"THE CAPACITATED ARC ROUTING PROBLEM (CARP) CAPTURES IMPORTANT ASPECTS OF REAL-LIFE PROBLEMS AND HAS BEEN STUDIED EXTENSIVELY OVER THE PAST TWO DECADES. BASED ON A WASTE COLLECTION PROJECT, WE INTRODUCE A NUMBER OF NEW CARP VARIATIONS. WE FIRST PRESENT THREE MULTI-COMPARTMENT CARP VARIATIONS OF DIFFERENT LEVELS OF COMPLEXITY REGARDING COMPARTMENTS AND WHERE ONE INCORPORATES A TIME HORIZON. WE THEN PRESENT A VARIATION THAT SEEKS TO COORDINATE VEHICLES OVER A PLANNING HORIZON SUCH THAT THE VEHICLES THAT COLLECT DIFFERENT WASTE FRACTIONS FROM THE SAME HOUSEHOLDS DO SO ON THE SAME DAY OF THE WEEK. FINALLY, THE SEMI-PERIODIC CARP TAKES INTO ACCOUNT THAT THE HOUSEHOLDS ON A STREET, PROVIDING THE DEMAND OF THE EDGE, MAY NOT REQUEST WASTE COLLECTION AT THE SAME INTERVAL. WE PRESENT LARGE-SCALE INSTANCES BOTH FOR THE CLASSICAL CARP AND FOR THE FIVE NEW PROBLEMS. THE INSTANCES ARE BASED ON REAL-LIFE NETWORKS AND WASTE DATA FROM FIVE AREAS IN DENMARK AND COVER RURAL AS WELL AS URBAN AREAS. THE LARGEST INSTANCES CONTAIN MORE THAN 10,000 NODES. WE GIVE DETAILED INFORMATION ABOUT THE CONSTRUCTION OF THE INSTANCES FROM THE REAL-LIFE DATA, AND EXPLAIN HOW THEY CAN BE USED TO PERFORM SCENARIO ANALYSES.",1,0,0,0,Semi-periodic Capacitated Arc Routing Problem; Multi-compartment Capacitated Arc Routing Problem; Period Multi-compartment Capacitated Arc Routing Problem,Semi-periodic Capacitated Arc Routing Problem; Multi-compartment Capacitated Arc Routing Problem; Period Multi-compartment Capacitated Arc Routing Problem,0,,
"LABADI N, 2008, RECENT ADVANCES IN EVOLUTIONARY COMPUTATION FOR COMBINATORIAL OPTIMIZATION",AN EVOLUTIONARY ALGORITHM WITH DISTANCE MEASURE FOR THE SPLIT DELIVERY CAPACITATED ARC ROUTING PROBLEM,"THIS CHAPTER DEALS WITH THE SPLIT DELIVERY CAPACITATED ARE ROUTING PROBLEM OR SDCARP. CONTRARY TO THE CLASSICAL CAPACITATED ARC ROUTING PROBLEM OR CARP, AN EDGE MAY BE SERVICED BY MORE THAN ONE VEHICLE. AN INTEGER LINEAR PROGRAM, AN INSERTION HEURISTIC AND A MEMETIC ALGORITHM WITH POPULATION MANAGEMENT ARE PROPOSED FOR THIS PROBLEM SELDOM STUDIED. THE ALGORITHM CALLS AN EFFECTIVE LOCAL SEARCH PROCEDURE, WHICH CONTAINS NEW MOVES ABLE TO SPLIT DEMANDS. COMPARED TO ONE OF THE BEST META-HEURISTICS FOR THE CARP, WE SHOW THAT SPLITTING DEMANDS CAN BRING IMPORTANT SAVINGS AND REDUCE SIGNIFICANTLY THE NUMBER OF REQUIRED VEHICLES.",1,0,1,1,Split-Delivery Capacitated Arc Routing Problem,Split-Delivery Capacitated Arc Routing Problem,,,
"ESKANDARZADEH S, 2009, J COMB OPTIM",AN EXTENSION OF THE RELAXATION ALGORITHM FOR SOLVING A SPECIAL CASE OF CAPACITATED ARC ROUTING PROBLEMS,"IN THIS PAPER, WE PROPOSE AN EXACT METHOD FOR SOLVING A SPECIAL INTEGER PROGRAM ASSOCIATED WITH THE CLASSICAL CAPACITATED ARC ROUTING PROBLEMS (CARPS) CALLED SPLIT DEMAND ARC ROUTING PROBLEMS (SDARP). THIS METHOD IS DEVELOPED IN THE CONTEXT OF MONOTROPIC PROGRAMMING THEORY AND BASES A PROMISING FOUNDATION FOR DEVELOPING SPECIALIZED ALGORITHMS IN ORDER TO SOLVE GENERAL INTEGER PROGRAMMING PROBLEMS. IN PARTICULAR, THE PROPOSED ALGORITHM GENERALIZES THE RELAXATION ALGORITHM DEVELOPED BY TSENG AND BERTSEKAS (MATH. OPER. RES. 12(4):569-596, 1987) FOR SOLVING LINEAR PROGRAMMING PROBLEMS. THIS METHOD CAN ALSO BE VIEWED AS AN ALTERNATIVE FOR THE SUBGRADIENT METHOD FOR SOLVING LAGRANGIAN RELAXED PROBLEMS. COMPUTATIONAL EXPERIMENTS SHOW ITS HIGH POTENTIAL IN TERMS OF EFFICIENCY AND GOODNESS OF SOLUTIONS ON STANDARD TEST PROBLEMS.",1,1,0,0,Split-Delivery Capacitated Arc Routing Problem,Split-Delivery Capacitated Arc Routing Problem,,,
"LAI Q, 2018, 2018 IEEE 14TH INTERNATIONAL CONFERENCE ON AUTOMATION SCIENCE AND ENGINEERING (CASE)",FOREST-BASED TABU SEARCH TO THE SPLIT-DELIVERY CAPACITATED ARC-ROUTING PROBLEM,"ARC-ROUTING PROBLEMS (ARPS) AIM TO DETERMINE THE LEAST-COST VEHICLE ROUTES OF A SPECIFIED ARC SUBSET IN A GRAPH. THE SPLIT-DELIVERY CAPACITATED ARC-ROUTING PROBLEM (SDCARP) GENERALIZES CONVENTIONAL ARPS BY ALLOWING AN ARC TO BE SERVICED BY MORE THAN ONE VEHICLE. BECAUSE OF ITS GREAT COMPLEXITY, THE EXISTING APPROACHES FOR SOLVING SDCARP ARE SCANT AND MOST OF THEM ARE META-HEURISTICS. IN THIS PAPER, WE ANALYZE THE CHARACTERISTICS OF SDCARP SOLUTION STRUCTURES. THEN WE DEVISE A FOREST-BASED TABU SEARCH ALGORITHM, WHICH INVOLVES SEVERAL FOREST-BASED NEIGHBORHOOD OPERATORS, FOR SEEKING THE OPTIMAL SOLUTION. BY USING OUR METHOD, THE SEARCH SPACE CAN BE SIGNIFICANTLY REDUCED. THE COMPUTATIONAL RESULTS DEMONSTRATE THAT OUR APPROACH OUTPERFORMS PREVIOUS METHODS AND IS ABLE TO IMPROVE SEVERAL STATE-OF-THE-ART SOLUTIONS ON SDCARP BENCHMARK INSTANCES.",1,0,1,0,Split-Delivery Capacitated Arc Routing Problem,Split-Delivery Capacitated Arc Routing Problem,,,
"BELENGUER JM, 2010, TRANSP SCI",SPLIT-DELIVERY CAPACITATED ARC-ROUTING PROBLEM: LOWER BOUND AND METAHEURISTIC,"THIS PAPER PROPOSES LOWER AND UPPER BOUNDS FOR THE SPLIT-DELIVERY CAPACITATED ARC-ROUTING PROBLEM (SDCARP), A VARIANT OF THE CAPACITATED ARC-ROUTING PROBLEM IN WHICH AN EDGE CAN BE SERVICED BY SEVERAL VEHICLES. RECENT PAPERS ON RELATED PROBLEMS IN NODE ROUTING HAVE SHOWN THAT THIS POLICY CAN BRING SIGNIFICANT SAVINGS. IT IS ALSO MORE REALISTIC IN APPLICATIONS SUCH AS URBAN REFUSE COLLECTION, WHERE A VEHICLE CAN BECOME FULL IN THE MIDDLE OF A STREET SEGMENT. THIS WORK PRESENTS THE FIRST LOWER BOUND FOR THE SDCARP, COMPUTED WITH A CUTTING PLANE ALGORITHM AND AN EVOLUTIONARY LOCAL SEARCH REINFORCED BY A MULTISTART PROCEDURE AND A VARIABLE NEIGHBORHOOD DESCENT. TESTS ON 126 INSTANCES SHOW THAT THE NEW METAHEURISTIC OUTPERFORMS ON AVERAGE A PUBLISHED MEMETIC ALGORITHM, ACHIEVES SMALL DEVIATIONS TO THE LOWER BOUND, AND FINDS 44 OPTIMA, INCLUDING 10 NEW ONES.",1,1,1,1,Split-Delivery Capacitated Arc Routing Problem,Split-Delivery Capacitated Arc Routing Problem,,,
"DE ARMAS J, 2019, ANN OPER RES",SOLVING LARGE-SCALE TIME CAPACITATED ARC ROUTING PROBLEMS: FROM REAL-TIME HEURISTICS TO METAHEURISTICS,"THIS PAPER DISCUSSES THE TIME CAPACITATED ARC ROUTING PROBLEM (TCARP) AND INTRODUCES A HEURISTIC AND A METAHEURISTIC ALGORITHM FOR SOLVING LARGE-SIZE INSTANCES OF IT. THE TCARP IS A REALISTIC EXTENSION OF THE CAPACITATED ARC ROUTING PROBLEM IN WHICH EDGE-SERVICING AND EDGE-TRAVERSING COSTS, AS WELL AS VEHICLE CAPACITIES, ARE ALL TIME-BASEDI.E., GIVEN IN TIME UNITS. ACCORDINGLY, THE TCARP GOAL IS TO MINIMISE THE TOTAL TIME EMPLOYED IN SERVICING THE REQUIRED EDGES, FOR WHICH OTHER EDGES MIGHT NEED TO BE TRAVERSED TOO. ACCORDING TO THE NUMERICAL EXPERIMENTS CARRIED OUT, THE PROPOSED HEURISTIC IS ABLE TO PROVIDE REAL-TIME RESULTS OF HIGH QUALITY EVEN FOR THE LARGEST INSTANCES CONSIDERED. LIKEWISE, THE PROPOSED METAHEURISTIC OUTPERFORMS OTHER EXISTING APPROACHES, BOTH IN QUALITY AS WELL AS IN COMPUTING TIMES.",1,0,1,0,Time Capacitated Arc Routing Problem,Time Capacitated Arc Routing Problem,,,
"WANG J, 2013, 2013 IEEE WORKSHOP ON MEMETIC COMPUTING (MC)",A MEMETIC ALGORITHM FOR UNCERTAIN CAPACITATED ARC ROUTING PROBLEMS,"THE CAPACITATED ARC ROUTING PROBLEM (CARP) IS A WIDELY INVESTIGATED CLASSIC COMBINATORIAL OPTIMIZATION PROBLEM. BEING A DETERMINISTIC MODEL, IT IS FAR AWAY FROM THE REAL WORLD. A MORE PRACTICAL PROBLEM MODEL OF CARP IS THE UNCERTAIN CARP (UCARP), WITH THE OBJECTIVE OF FINDING A ROBUST SOLUTION WHICH PERFORMS WELL IN ALL POSSIBLE ENVIRONMENTS. THERE EXIST FEW ALGORITHMS FOR UCARP IN PREVIOUS WORK. IN THIS PAPER, A MEMETIC ALGORITHM (MA) AND ITS MODIFIED VERSION IN TIME CONSUMPTION FOR UCARP ARE PROPOSED. EXPERIMENTAL RESULTS ON TWO BENCHMARK TEST SETS SHOW THAT WITH AN INTEGRATED FITNESS FUNCTION AND A LARGE STEP-SIZE LOCAL SEARCH OPERATOR, THE NEW MAS SHOW EXCELLENT ABILITY TO FIND ROBUST SOLUTIONS FOR UCARP. WE ALSO PRESENT A LESS TIME-CONSUMING VERSION OF OUR MA WHICH SHOWS SIGNIFICANT ADVANTAGES IN TIME CONSUMPTION.",1,0,1,1,Uncertain Capacitated Arc Routing Problem with Stochastic Demand and Service Cost,Capacitated Arc Routing Problem with Stochastic Demand and Service Cost,0,Uncertain whether tasks are required and demand,https://ieeexplore-ieee-org.library.sutd.edu.sg:2443/stamp/stamp.jsp?tp=&arnumber=6608210
